user_id,conversion_propensity_score,converted,user_segment,archetype,propensity_rank,propensity_decile,avg_score_in_segment,running_conv_rate_pct
U01094,93,1,High,Power Adopter,501,3,90.36,39.47
U01569,93,1,High,Power Adopter,501,3,90.36,38.15
U00354,93,0,High,Power Adopter,501,3,90.36,37.51
U01365,93,1,High,Power Adopter,501,3,90.36,37.96
U00305,93,1,High,Power Adopter,501,3,90.36,37.97
U01970,93,0,High,Power Adopter,501,3,90.36,38.0
U00796,93,1,High,Power Adopter,501,3,90.36,38.3
U00226,93,0,High,Power Adopter,501,3,90.36,38.45
U01577,93,0,High,Power Adopter,501,3,90.36,38.16
U01605,93,1,High,Power Adopter,501,3,90.36,38.21
U00293,93,0,High,Power Adopter,501,3,90.36,38.51
U00045,92,0,High,Power Adopter,526,3,90.36,47.06
U00455,92,1,High,Power Adopter,526,3,90.36,46.27
U01107,92,0,High,Champion,526,3,90.36,47.62
U01036,92,1,High,Power Adopter,526,3,90.36,49.06
U00545,92,0,High,Power Adopter,526,3,90.36,47.22
U00535,92,1,High,Champion,526,3,90.36,46.52
U00918,92,0,High,Champion,526,3,90.36,45.72
U00319,92,1,High,Champion,526,3,90.36,41.88
U01653,92,0,High,Champion,526,3,90.36,42.89
U01289,92,0,High,Power Adopter,526,3,90.36,42.52
U00219,92,0,High,Champion,526,3,90.36,41.61
U01902,92,0,High,Champion,526,3,90.36,41.56
U00063,92,0,High,Power Adopter,526,3,90.36,41.34
U01030,92,0,High,Power Adopter,526,3,90.36,41.07
U00125,92,0,High,Power Adopter,526,3,90.36,39.58
U01135,92,1,High,Power Adopter,526,3,90.36,39.83
U01547,92,1,High,Champion,526,3,90.36,39.9
U01145,92,0,High,Champion,526,3,90.36,39.91
U01230,92,0,High,Late Bloomer,526,3,90.36,39.96
U01216,92,0,High,Power Adopter,526,3,90.36,39.98
U01746,92,0,High,Champion,526,3,90.36,39.51
U00854,92,0,High,Late Bloomer,526,3,90.36,39.59
U00254,92,0,High,Champion,526,3,90.36,39.24
U00969,92,0,High,Power Adopter,526,3,90.36,39.12
U00954,92,1,High,Power Adopter,526,3,90.36,38.99
U00915,92,0,High,Power Adopter,526,3,90.36,38.85
U00589,92,0,High,Power Adopter,526,3,90.36,38.22
U01258,92,0,High,Power Adopter,526,3,90.36,38.24
U00346,92,0,High,Champion,526,3,90.36,37.84
U00973,92,0,High,Champion,526,3,90.36,37.68
U00608,92,1,High,Late Bloomer,526,3,90.36,37.62
U00841,92,0,High,Champion,526,3,90.36,37.69
U01010,92,0,High,Power Adopter,526,3,90.36,37.81
U00113,92,1,High,Champion,526,3,90.36,37.77
U00524,92,0,High,Power Adopter,526,3,90.36,37.75
U01705,92,1,High,Power Adopter,526,3,90.36,38.01
U01790,92,1,High,Champion,526,3,90.36,38.17
U00717,92,1,High,Champion,526,3,90.36,38.13
U01603,92,1,High,Champion,526,3,90.36,38.22
U01681,92,0,High,Champion,526,3,90.36,38.2
U01512,92,0,High,Champion,526,3,90.36,38.24
U00106,92,1,High,Power Adopter,526,3,90.36,38.33
U00593,92,1,High,Late Bloomer,526,3,90.36,38.33
U00055,92,0,High,Champion,526,3,90.36,38.11
U00700,92,1,High,Power Adopter,526,3,90.36,38.05
U00380,92,0,High,Power Adopter,526,3,90.36,38.06
U01581,92,1,High,Champion,526,3,90.36,38.54
U01633,91,0,High,Late Bloomer,573,3,90.36,62.5
U00070,91,1,High,Power Adopter,573,3,90.36,47.78
U01566,91,1,High,Champion,573,3,90.36,48.04
U01253,91,0,High,Champion,573,3,90.36,44.22
U01309,91,0,High,Champion,573,3,90.36,44.07
U01244,91,1,High,Late Bloomer,573,3,90.36,41.37
U00494,91,0,High,Power Adopter,573,3,90.36,41.32
U00506,91,0,High,Champion,573,3,90.36,41.22
U00107,91,1,High,Champion,573,3,90.36,41.17
U00859,91,0,High,Power Adopter,573,3,90.36,40.82
U01305,91,0,High,Power Adopter,573,3,90.36,41.0
U01376,91,1,High,Late Bloomer,573,3,90.36,39.65
U00092,91,0,High,Power Adopter,573,3,90.36,39.69
U00161,91,0,High,Power Adopter,573,3,90.36,39.95
U00159,91,0,High,Late Bloomer,573,3,90.36,39.95
U01221,91,1,High,Power Adopter,573,3,90.36,40.04
U01110,91,0,High,Power Adopter,573,3,90.36,39.98
U00626,91,1,High,Champion,573,3,90.36,40.02
U00647,91,1,High,Power Adopter,573,3,90.36,40.02
U01592,91,1,High,Champion,573,3,90.36,40.09
U00964,91,1,High,Power Adopter,573,3,90.36,40.08
U00766,91,0,High,Power Adopter,573,3,90.36,39.88
U00456,91,0,High,Champion,573,3,90.36,39.58
U01364,91,1,High,Power Adopter,573,3,90.36,39.17
U00508,91,0,High,Champion,573,3,90.36,37.79
U00393,91,1,High,Power Adopter,573,3,90.36,37.79
U00837,91,0,High,Power Adopter,573,3,90.36,37.93
U00214,91,0,High,Champion,573,3,90.36,37.76
U00703,91,0,High,Power Adopter,573,4,90.36,37.83
U00202,91,0,High,Champion,573,4,90.36,37.79
U01632,91,0,High,Power Adopter,573,4,90.36,37.76
U00362,91,0,High,Power Adopter,573,4,90.36,37.6
U00808,91,0,High,Champion,573,4,90.36,38.29
U00729,91,1,High,Late Bloomer,573,4,90.36,38.12
U01456,91,1,High,Champion,573,4,90.36,38.04
U00037,91,1,High,Champion,573,4,90.36,38.34
U00418,91,0,High,Power Adopter,573,4,90.36,38.15
U01092,90,1,High,Power Adopter,610,4,90.36,62.5
U00432,90,0,High,Champion,610,4,90.36,50.77
U00515,90,0,High,Champion,610,4,90.36,50.6
U00316,90,1,High,Power Adopter,610,4,90.36,46.67
U00391,90,0,High,Power Adopter,610,4,90.36,45.56
U01409,90,0,High,Champion,610,4,90.36,42.65
U01870,90,1,High,Champion,610,4,90.36,41.85
U01124,90,1,High,Late Bloomer,610,4,90.36,40.24
U01310,90,0,High,Champion,610,4,90.36,39.91
U00367,90,0,High,Champion,610,4,90.36,39.47
U00855,90,1,High,Champion,610,4,90.36,39.69
U01081,90,1,High,Power Adopter,610,4,90.36,38.57
U00634,90,0,High,Champion,610,4,90.36,37.61
U00648,90,0,High,Late Bloomer,610,4,90.36,37.88
U01541,90,1,High,Champion,610,4,90.36,37.88
U01277,90,0,High,Power Adopter,610,4,90.36,38.13
U01544,90,1,High,Late Bloomer,610,4,90.36,38.1
U01088,90,0,High,Champion,610,4,90.36,38.52
U00333,89,1,High,Power Adopter,628,4,90.36,100.0
U01451,89,1,High,Power Adopter,628,4,90.36,47.06
U01178,89,0,High,Power Adopter,628,4,90.36,48.81
U01219,89,1,High,Late Bloomer,628,4,90.36,48.29
U00498,89,0,High,Champion,628,4,90.36,46.32
U01612,89,0,High,Power Adopter,628,4,90.36,45.22
U01174,89,0,High,Late Bloomer,628,4,90.36,41.78
U01944,89,1,High,Power Adopter,628,4,90.36,41.93
U00118,89,1,High,Late Bloomer,628,4,90.36,41.81
U00483,89,1,High,Late Bloomer,628,4,90.36,42.79
U00903,89,0,High,Champion,628,4,90.36,42.68
U01992,89,1,High,Champion,628,4,90.36,42.53
U00916,89,0,High,Late Bloomer,628,4,90.36,41.52
U00387,89,1,High,Champion,628,4,90.36,41.38
U01160,89,1,High,Power Adopter,628,4,90.36,41.5
U01616,89,1,High,Power Adopter,628,4,90.36,41.33
U01685,89,1,High,Late Bloomer,628,4,90.36,41.44
U00552,89,0,High,Power Adopter,628,4,90.36,40.94
U00002,89,0,High,Late Bloomer,628,4,90.36,40.14
U00927,89,1,High,Late Bloomer,628,4,90.36,40.23
U00785,89,0,High,Champion,628,4,90.36,40.06
U00929,89,0,High,Power Adopter,628,4,90.36,39.8
U00311,89,1,High,Late Bloomer,628,4,90.36,39.76
U00439,89,0,High,Power Adopter,628,4,90.36,39.88
U00234,89,1,High,Power Adopter,628,4,90.36,39.8
U01196,89,1,High,Late Bloomer,628,4,90.36,39.53
U01326,89,0,High,Late Bloomer,628,4,90.36,39.49
U01866,89,0,High,Late Bloomer,628,4,90.36,39.55
U01772,89,0,High,Power Adopter,628,4,90.36,39.65
U01876,89,0,High,Power Adopter,628,4,90.36,39.44
U00065,89,0,High,Champion,628,4,90.36,39.14
U01750,89,0,High,Power Adopter,628,4,90.36,38.81
U00084,89,1,High,Power Adopter,628,4,90.36,37.66
U01182,89,0,High,Champion,628,4,90.36,37.54
U01715,89,1,High,Power Adopter,628,4,90.36,37.84
U01815,89,0,High,Power Adopter,628,4,90.36,37.71
U01494,89,0,High,Power Adopter,628,4,90.36,37.92
U01711,89,1,High,Late Bloomer,628,4,90.36,38.05
U01200,89,0,High,Late Bloomer,628,4,90.36,38.26
U00486,89,0,High,Power Adopter,628,4,90.36,38.13
U01504,89,1,High,Power Adopter,628,4,90.36,38.17
U00028,89,1,High,Late Bloomer,628,4,90.36,38.13
U00830,89,1,High,Late Bloomer,628,4,90.36,38.17
U00585,89,0,High,Power Adopter,628,4,90.36,38.49
U00530,89,0,High,Power Adopter,628,4,90.36,38.09
U00615,89,0,High,Champion,628,4,90.36,38.07
U01448,89,0,High,Champion,628,4,90.36,37.93
U01384,89,1,High,Power Adopter,628,4,90.36,38.09
U00780,89,1,High,Champion,628,4,90.36,38.3
U00400,89,0,High,Power Adopter,628,4,90.36,38.54
U01105,89,1,High,Power Adopter,628,4,90.36,38.57
U01861,89,1,Medium,Power Adopter,628,4,64.82,49.38
U00786,89,1,Medium,Power Adopter,628,4,64.82,46.55
U01793,89,0,Medium,Power Adopter,628,4,64.82,46.35
U00124,89,0,Medium,Power Adopter,628,4,64.82,45.39
U00061,89,1,Medium,Power Adopter,628,4,64.82,40.1
U00493,89,0,Medium,Power Adopter,628,4,64.82,38.0
U00221,89,1,Medium,Power Adopter,628,4,64.82,38.37
U01220,89,0,Medium,Power Adopter,628,4,64.82,38.11
U00467,89,1,Medium,Power Adopter,628,4,64.82,38.33
U00509,89,1,Medium,Power Adopter,628,4,64.82,38.55
U00891,88,1,High,Champion,689,4,90.36,47.97
U00417,88,0,High,Late Bloomer,689,4,90.36,47.57
U00450,88,0,High,Champion,689,4,90.36,45.05
U01327,88,0,High,Champion,689,4,90.36,44.89
U00679,88,0,High,Champion,689,4,90.36,44.68
U00562,88,0,High,Champion,689,4,90.36,41.35
U01378,88,0,High,Champion,689,4,90.36,41.82
U01471,88,0,High,Plateaued User,689,4,90.36,40.75
U01583,88,0,High,Plateaued User,689,4,90.36,40.35
U00827,88,0,High,Plateaued User,689,4,90.36,39.6
U00289,88,1,High,Champion,689,4,90.36,39.98
U00752,88,1,High,Champion,689,4,90.36,39.83
U01298,88,0,High,Champion,689,4,90.36,39.78
U01515,88,1,High,Champion,689,4,90.36,39.86
U01700,88,1,High,Champion,689,4,90.36,39.93
U01722,88,0,High,Champion,689,4,90.36,39.84
U01440,88,0,High,Champion,689,4,90.36,38.78
U01725,88,1,High,Plateaued User,689,4,90.36,38.83
U01004,88,0,High,Champion,689,4,90.36,38.54
U01070,88,0,High,Champion,689,4,90.36,38.51
U01478,88,0,High,Late Bloomer,689,4,90.36,38.2
U01683,88,0,High,Champion,689,4,90.36,38.12
U00249,88,1,High,Plateaued User,689,4,90.36,37.89
U01222,88,1,High,Champion,689,4,90.36,37.56
U00168,88,0,High,Champion,689,4,90.36,37.58
U00328,88,0,High,Champion,689,4,90.36,37.73
U01549,88,1,High,Plateaued User,689,4,90.36,37.8
U01089,88,0,High,Champion,689,4,90.36,37.65
U00238,88,1,High,Plateaued User,689,4,90.36,38.24
U01358,88,1,High,Champion,689,4,90.36,38.2
U01303,88,0,High,Power Adopter,689,4,90.36,38.02
U00638,88,1,High,Champion,689,4,90.36,38.33
U01649,88,0,High,Champion,689,4,90.36,38.31
U00980,88,0,High,Power Adopter,689,4,90.36,38.5
U01675,87,0,High,Champion,723,4,90.36,55.56
U00365,87,1,High,Late Bloomer,723,4,90.36,50.0
U00194,87,0,High,Power Adopter,723,4,90.36,48.52
U00500,87,0,High,Growing Casual,723,4,90.36,47.0
U01297,87,1,High,Champion,723,4,90.36,44.26
U01419,87,0,High,Champion,723,4,90.36,42.86
U00981,87,1,High,Power Adopter,723,4,90.36,41.62
U00071,87,1,High,Champion,723,4,90.36,40.73
U00313,87,0,High,Champion,723,4,90.36,40.29
U00885,87,0,High,Late Bloomer,723,4,90.36,39.75
U00073,87,0,High,Champion,723,4,90.36,39.83
U01349,87,0,High,Champion,723,4,90.36,40.04
U00825,87,1,High,Champion,723,4,90.36,40.04
U00976,87,0,High,Power Adopter,723,4,90.36,39.31
U01161,87,0,High,Power Adopter,723,4,90.36,37.86
U00203,87,0,High,Champion,723,4,90.36,37.53
U01555,87,1,High,Champion,723,4,90.36,37.58
U01150,87,1,High,Champion,723,4,90.36,37.85
U01333,87,1,High,Champion,723,4,90.36,37.92
U01588,87,0,High,Champion,723,4,90.36,37.78
U00864,87,0,High,Champion,723,4,90.36,37.57
U01322,87,1,High,Champion,723,4,90.36,37.79
U01032,87,0,High,Champion,723,4,90.36,38.22
U01991,87,0,High,Champion,723,4,90.36,38.18
U01144,86,1,High,Power Adopter,747,4,90.36,52.63
U00819,86,0,High,Power Adopter,747,4,90.36,45.08
U00435,86,1,High,Late Bloomer,747,4,90.36,48.54
U01894,86,1,High,Late Bloomer,747,4,90.36,46.58
U00738,86,0,High,Late Bloomer,747,4,90.36,42.42
U01706,86,0,High,Power Adopter,747,4,90.36,41.24
U01254,86,0,High,Late Bloomer,747,4,90.36,41.77
U00569,86,1,High,Late Bloomer,747,4,90.36,40.93
U01716,86,1,High,Power Adopter,747,4,90.36,40.31
U01276,86,0,High,Plateaued User,747,4,90.36,39.46
U01195,86,1,High,Late Bloomer,747,4,90.36,39.61
U01534,86,1,High,Late Bloomer,747,4,90.36,39.66
U01892,86,0,High,Late Bloomer,747,4,90.36,39.4
U01393,86,0,High,Late Bloomer,747,4,90.36,37.94
U00722,86,0,High,Late Bloomer,747,4,90.36,37.8
U00949,86,0,High,Power Adopter,747,4,90.36,37.65
U01320,86,0,High,Late Bloomer,747,4,90.36,37.81
U01922,86,0,High,Late Bloomer,747,4,90.36,38.13
U01468,86,1,High,Late Bloomer,747,4,90.36,38.27
U01075,86,0,High,Plateaued User,747,4,90.36,38.34
U01891,86,0,High,Late Bloomer,747,4,90.36,38.16
U01500,86,1,High,Power Adopter,747,4,90.36,38.37
U00005,86,1,Medium,Power Adopter,747,4,64.82,52.7
U00622,86,0,Medium,Power Adopter,747,4,64.82,52.0
U00744,86,1,Medium,Power Adopter,747,4,64.82,42.82
U01763,86,0,Medium,Power Adopter,747,4,64.82,42.44
U01690,86,1,Medium,Power Adopter,747,4,64.82,41.49
U01888,86,0,Medium,Power Adopter,747,4,64.82,41.49
U00262,86,1,Medium,Power Adopter,747,4,64.82,39.68
U00431,86,0,Medium,Power Adopter,747,4,64.82,40.0
U00674,86,0,Medium,Power Adopter,747,4,64.82,40.0
U00167,86,0,Medium,Power Adopter,747,4,64.82,40.0
U00205,86,0,Medium,Power Adopter,747,4,64.82,37.97
U00551,86,0,Medium,Power Adopter,747,4,64.82,37.83
U00689,86,1,Medium,Power Adopter,747,4,64.82,37.77
U01018,86,0,Medium,Power Adopter,747,4,64.82,37.63
U00428,86,0,Medium,Power Adopter,747,4,64.82,37.9
U01621,86,0,Medium,Power Adopter,747,4,64.82,38.03
U01968,86,0,Medium,Power Adopter,747,4,64.82,38.19
U01923,86,1,Medium,Champion,747,4,64.82,38.52
U00382,86,1,Medium,Power Adopter,747,4,64.82,38.37
U01235,86,1,Medium,Power Adopter,747,4,64.82,38.34
U00482,85,1,High,Power Adopter,789,4,90.36,60.0
U01831,85,1,High,Late Bloomer,789,4,90.36,51.06
U01323,85,1,High,Power Adopter,789,4,90.36,51.52
U00571,85,0,High,Power Adopter,789,4,90.36,50.0
U00894,85,0,High,Champion,789,4,90.36,47.83
U00430,85,1,High,Late Bloomer,789,4,90.36,45.79
U01134,85,1,High,Power Adopter,789,4,90.36,46.3
U00466,85,0,High,Power Adopter,789,4,90.36,47.31
U00514,85,1,High,Power Adopter,789,4,90.36,48.79
U01343,85,0,High,Champion,789,4,90.36,43.35
U00048,85,0,High,Power Adopter,789,4,90.36,42.73
U01436,85,1,High,Power Adopter,789,4,90.36,42.9
U01935,85,1,High,Champion,789,5,90.36,42.13
U01450,85,0,High,Power Adopter,789,5,90.36,42.34
U01925,85,1,High,Champion,789,5,90.36,41.65
U01169,85,1,High,Power Adopter,789,5,90.36,41.68
U01373,85,1,High,Power Adopter,789,5,90.36,42.03
U00799,85,1,High,Champion,789,5,90.36,41.16
U00821,85,0,High,Power Adopter,789,5,90.36,41.17
U00745,85,0,High,Late Bloomer,789,5,90.36,40.23
U01449,85,1,High,Late Bloomer,789,5,90.36,40.14
U01256,85,1,High,Late Bloomer,789,5,90.36,40.13
U00757,85,0,High,Late Bloomer,789,5,90.36,39.91
U01024,85,1,High,Power Adopter,789,5,90.36,39.98
U01106,85,1,High,Late Bloomer,789,5,90.36,40.04
U01454,85,1,High,Power Adopter,789,5,90.36,40.06
U00256,85,0,High,Late Bloomer,789,5,90.36,40.04
U00740,85,0,High,Champion,789,5,90.36,39.42
U01031,85,1,High,Power Adopter,789,5,90.36,39.36
U00961,85,0,High,Late Bloomer,789,5,90.36,39.55
U00406,85,1,High,Late Bloomer,789,5,90.36,37.73
U00292,85,1,High,Power Adopter,789,5,90.36,37.71
U00800,85,0,High,Power Adopter,789,5,90.36,37.68
U01955,85,0,High,Plateaued User,789,5,90.36,37.65
U01067,85,0,High,Late Bloomer,789,5,90.36,37.56
U01669,85,0,High,Late Bloomer,789,5,90.36,37.92
U01005,85,0,High,Late Bloomer,789,5,90.36,37.75
U00386,85,0,High,Power Adopter,789,5,90.36,38.24
U01383,85,1,High,Growing Casual,789,5,90.36,38.28
U01862,85,1,High,Champion,789,5,90.36,38.27
U00131,85,0,High,Champion,789,5,90.36,38.1
U01280,85,0,High,Plateaued User,789,5,90.36,38.5
U01140,85,1,High,Power Adopter,789,5,90.36,38.19
U01324,85,0,High,Late Bloomer,789,5,90.36,38.14
U00772,85,0,Medium,Power Adopter,789,5,64.82,54.55
U01122,85,0,Medium,Power Adopter,789,5,64.82,47.65
U00849,85,0,Medium,Power Adopter,789,5,64.82,41.97
U01611,85,1,Medium,Power Adopter,789,5,64.82,41.96
U00392,85,0,Medium,Power Adopter,789,5,64.82,40.05
U00011,85,0,Medium,Champion,789,5,64.82,39.78
U01342,85,0,Medium,Champion,789,5,64.82,39.93
U00453,85,0,Medium,Power Adopter,789,5,64.82,40.0
U00718,85,0,Medium,Power Adopter,789,5,64.82,38.8
U00669,85,0,Medium,Power Adopter,789,5,64.82,37.91
U00489,85,0,Medium,Power Adopter,789,5,64.82,37.55
U00250,85,1,Medium,Power Adopter,789,5,64.82,37.96
U00601,85,0,Medium,Champion,789,5,64.82,37.94
U00842,85,1,Medium,Power Adopter,789,5,64.82,38.23
U01374,85,0,Medium,Champion,789,5,64.82,38.19
U01085,84,0,High,Late Bloomer,848,5,90.36,52.54
U00452,84,1,High,Late Bloomer,848,5,90.36,49.69
U01859,84,0,High,Power Adopter,848,5,90.36,44.73
U00548,84,0,High,Power Adopter,848,5,90.36,41.71
U00436,84,0,High,Champion,848,5,90.36,42.33
U01609,84,0,High,Power Adopter,848,5,90.36,42.25
U01377,84,0,High,Power Adopter,848,5,90.36,41.24
U01319,84,1,High,Late Bloomer,848,5,90.36,41.44
U01733,84,0,High,Late Bloomer,848,5,90.36,41.37
U00754,84,1,High,Late Bloomer,848,5,90.36,41.26
U01903,84,0,High,Late Bloomer,848,5,90.36,40.08
U01245,84,1,High,Champion,848,5,90.36,40.02
U01697,84,0,High,Power Adopter,848,5,90.36,39.21
U00568,84,0,High,Power Adopter,848,5,90.36,38.47
U01881,84,1,High,Late Bloomer,848,5,90.36,38.27
U01631,84,0,High,Late Bloomer,848,5,90.36,37.88
U00811,84,0,High,Late Bloomer,848,5,90.36,37.63
U00257,84,0,High,Power Adopter,848,5,90.36,37.78
U01969,84,0,High,Champion,848,5,90.36,38.05
U00784,84,1,High,Power Adopter,848,5,90.36,38.08
U00183,84,1,High,Champion,848,5,90.36,38.31
U01400,84,1,High,Champion,848,5,90.36,38.15
U01738,84,0,High,Late Bloomer,848,5,90.36,38.05
U00348,84,1,High,Late Bloomer,848,5,90.36,38.03
U01028,84,0,High,Champion,848,5,90.36,38.17
U01867,84,0,Medium,Power Adopter,848,5,64.82,40.24
U01115,84,0,Medium,Power Adopter,848,5,64.82,40.26
U01537,84,0,Medium,Power Adopter,848,5,64.82,38.08
U01713,84,0,Medium,Power Adopter,848,5,64.82,38.32
U00287,84,0,Medium,Power Adopter,848,5,64.82,38.12
U01231,84,1,Medium,Power Adopter,848,5,64.82,38.41
U01708,83,0,High,Champion,879,5,90.36,75.0
U01749,83,1,High,Plateaued User,879,5,90.36,55.0
U00948,83,1,High,Champion,879,5,90.36,53.33
U00908,83,1,High,Champion,879,5,90.36,52.24
U01532,83,1,High,Champion,879,5,90.36,47.45
U01096,83,0,High,Plateaued User,879,5,90.36,47.06
U00914,83,0,High,Growing Casual,879,5,90.36,46.31
U01275,83,0,High,Champion,879,5,90.36,44.52
U01900,83,0,High,Plateaued User,879,5,90.36,44.11
U00993,83,1,High,Plateaued User,879,5,90.36,42.35
U01638,83,0,High,Growing Casual,879,5,90.36,42.02
U01347,83,0,High,Champion,879,5,90.36,42.15
U00115,83,1,High,Growing Casual,879,5,90.36,41.36
U00062,83,0,High,Growing Casual,879,5,90.36,41.27
U00850,83,0,High,Champion,879,5,90.36,40.17
U00447,83,0,High,Champion,879,5,90.36,39.98
U00017,83,0,High,Champion,879,5,90.36,39.61
U00370,83,0,High,Champion,879,5,90.36,38.44
U00105,83,0,High,Champion,879,5,90.36,37.73
U01183,83,0,High,Growing Casual,879,5,90.36,37.55
U00051,83,1,High,Champion,879,5,90.36,37.83
U00870,83,1,High,Champion,879,5,90.36,38.17
U00880,83,0,High,Champion,879,5,90.36,38.24
U00871,82,1,High,Late Bloomer,902,5,90.36,58.33
U01987,82,1,High,Late Bloomer,902,5,90.36,60.0
U01973,82,1,High,Plateaued User,902,5,90.36,46.79
U00318,82,1,High,Power Adopter,902,5,90.36,47.83
U01071,82,0,High,Late Bloomer,902,5,90.36,43.75
U00627,82,1,High,Late Bloomer,902,5,90.36,42.52
U00946,82,0,High,Late Bloomer,902,5,90.36,42.4
U00629,82,0,High,Late Bloomer,902,5,90.36,41.9
U00177,82,1,High,Power Adopter,902,5,90.36,42.46
U01296,82,1,High,Late Bloomer,902,5,90.36,42.59
U00193,82,0,High,Power Adopter,902,5,90.36,41.56
U00366,82,0,High,Champion,902,5,90.36,41.28
U01263,82,0,High,Late Bloomer,902,5,90.36,41.3
U01103,82,1,High,Late Bloomer,902,5,90.36,41.26
U00261,82,0,High,Late Bloomer,902,5,90.36,41.09
U01125,82,1,High,Late Bloomer,902,5,90.36,40.82
U01734,82,0,High,Late Bloomer,902,5,90.36,40.17
U01157,82,0,High,Power Adopter,902,5,90.36,39.72
U01827,82,1,High,Power Adopter,902,5,90.36,39.98
U00095,82,0,High,Late Bloomer,902,5,90.36,39.98
U00057,82,1,High,Late Bloomer,902,5,90.36,39.98
U01751,82,0,High,Late Bloomer,902,5,90.36,39.79
U01242,82,0,High,Power Adopter,902,5,90.36,38.96
U01917,82,0,High,Late Bloomer,902,5,90.36,38.09
U01304,82,1,High,Power Adopter,902,5,90.36,38.18
U01946,82,0,High,Power Adopter,902,5,90.36,38.15
U00526,82,0,High,Late Bloomer,902,5,90.36,37.62
U00220,82,0,High,Late Bloomer,902,5,90.36,37.91
U01949,82,0,High,Power Adopter,902,5,90.36,37.73
U00099,82,1,High,Power Adopter,902,5,90.36,37.64
U00100,82,1,High,Champion,902,5,90.36,37.88
U01548,82,0,High,Late Bloomer,902,5,90.36,37.87
U01255,82,1,High,Late Bloomer,902,5,90.36,38.16
U01607,82,0,High,Late Bloomer,902,5,90.36,38.14
U00152,82,1,High,Late Bloomer,902,5,90.36,38.19
U00120,82,0,High,Growing Casual,902,5,90.36,38.03
U00512,82,1,High,Late Bloomer,902,5,90.36,38.2
U00617,82,1,High,Champion,902,5,90.36,38.47
U00963,82,1,High,Power Adopter,902,5,90.36,38.53
U00520,82,0,High,Late Bloomer,902,5,90.36,38.53
U00284,82,0,Medium,Power Adopter,902,5,64.82,46.38
U00379,82,0,Medium,Power Adopter,902,5,64.82,42.72
U01519,82,0,Medium,Power Adopter,902,5,64.82,41.23
U01863,82,0,Medium,Power Adopter,902,5,64.82,41.19
U00731,82,1,Medium,Power Adopter,902,5,64.82,40.17
U00654,82,1,Medium,Power Adopter,902,5,64.82,40.13
U00611,82,0,Medium,Power Adopter,902,5,64.82,39.83
U01783,82,1,Medium,Power Adopter,902,5,64.82,39.9
U01426,82,0,Medium,Power Adopter,902,5,64.82,39.58
U00804,82,0,Medium,Power Adopter,902,5,64.82,39.1
U01191,82,0,Medium,Power Adopter,902,5,64.82,38.41
U01093,82,0,Medium,Power Adopter,902,5,64.82,38.24
U01480,82,0,Medium,Champion,902,5,64.82,37.7
U01845,82,1,Medium,Power Adopter,902,5,64.82,37.9
U00606,82,1,Medium,Champion,902,5,64.82,37.59
U01635,82,0,Medium,Power Adopter,902,5,64.82,37.85
U01535,82,1,Medium,Power Adopter,902,5,64.82,38.21
U02000,82,0,Medium,Power Adopter,902,5,64.82,38.12
U01481,82,0,Medium,Power Adopter,902,5,64.82,38.09
U00001,82,1,Medium,Power Adopter,902,5,64.82,38.44
U00342,82,0,Medium,Power Adopter,902,5,64.82,38.55
U01536,81,1,High,Late Bloomer,963,5,90.36,47.34
U01313,81,0,High,Late Bloomer,963,5,90.36,45.7
U00610,81,0,High,Power Adopter,963,5,90.36,40.08
U01214,81,0,High,Late Bloomer,963,5,90.36,39.96
U01789,81,0,High,Late Bloomer,963,5,90.36,39.54
U01043,81,0,High,Late Bloomer,963,5,90.36,37.84
U00461,81,1,High,Power Adopter,963,5,90.36,37.78
U00491,81,0,High,Power Adopter,963,5,90.36,37.75
U01065,81,0,High,Plateaued User,963,5,90.36,37.78
U01315,81,0,High,Power Adopter,963,5,90.36,38.0
U00688,81,0,High,Late Bloomer,963,5,90.36,38.17
U01561,81,1,High,Champion,963,5,90.36,38.24
U00343,81,1,Medium,Growing Casual,963,5,64.82,50.59
U01054,81,1,Medium,Champion,963,5,64.82,45.53
U01261,81,0,Medium,Champion,963,5,64.82,45.88
U00681,81,1,Medium,Power Adopter,963,5,64.82,41.4
U00685,81,1,Medium,Champion,963,5,64.82,38.26
U01976,81,0,Medium,Champion,963,5,64.82,37.86
U00487,81,0,Medium,Champion,963,5,64.82,37.62
U00966,81,0,Medium,Champion,963,5,64.82,37.86
U01473,81,1,Medium,Power Adopter,963,5,64.82,38.21
U01743,81,0,Medium,Power Adopter,963,5,64.82,38.43
U01625,81,0,Medium,Champion,963,5,64.82,38.31
U00504,80,1,High,Champion,986,5,90.36,42.73
U01274,80,0,High,Late Bloomer,986,5,90.36,42.06
U01910,80,0,High,Late Bloomer,986,5,90.36,41.31
U01285,80,0,High,Late Bloomer,986,5,90.36,41.72
U00306,80,0,High,Power Adopter,986,5,90.36,41.95
U01016,80,1,High,Champion,986,5,90.36,41.02
U01974,80,0,High,Champion,986,5,90.36,39.88
U00344,80,1,High,Champion,986,5,90.36,40.02
U00774,80,1,High,Champion,986,5,90.36,40.08
U00759,80,0,High,Late Bloomer,986,5,90.36,39.98
U00933,80,0,High,Growing Casual,986,5,90.36,39.5
U00539,80,1,High,Late Bloomer,986,5,90.36,39.01
U00737,80,0,High,Champion,986,5,90.36,38.76
U00241,80,1,High,Champion,986,5,90.36,37.74
U00469,80,0,High,Power Adopter,986,5,90.36,37.75
