user_id,event_timestamp,event_type,device,event_date,event_hour
U00535,2026-02-03 16:33:00,session_end,web,2026-02-03,16
U00535,2026-01-27 05:56:00,login,web,2026-01-27,5
U00535,2026-01-29 13:26:00,login,web,2026-01-29,13
U00536,2026-04-13 18:32:00,session_start,unknown,2026-04-13,18
U00537,2026-04-19 14:17:00,login,mobile,2026-04-19,14
U00537,2026-04-13 15:45:00,login,web,2026-04-13,15
U00538,2026-02-02 21:17:00,session_end,web,2026-02-02,21
U00539,2026-04-18 18:27:00,login,web,2026-04-18,18
U00539,2026-04-19 22:53:00,session_end,web,2026-04-19,22
U00539,2026-04-09 16:08:00,login,web,2026-04-09,16
U00539,2026-04-08 22:27:00,login,web,2026-04-08,22
U00539,2026-04-09 00:56:00,login,web,2026-04-09,0
U00540,2026-05-17 09:23:00,page_view,mobile,2026-05-17,9
U00540,2026-05-24 20:56:00,login,web,2026-05-24,20
U00540,2026-05-18 04:41:00,logout,web,2026-05-18,4
U00540,2026-05-27 10:55:00,login,web,2026-05-27,10
U00540,2026-05-18 00:20:00,login,unknown,2026-05-18,0
U00541,2026-05-11 16:13:00,page_view,unknown,2026-05-11,16
U00541,2026-05-19 23:11:00,page_view,web,2026-05-19,23
U00541,2026-05-15 09:18:00,logout,unknown,2026-05-15,9
U00541,2026-05-17 18:39:00,page_view,unknown,2026-05-17,18
U00541,2026-05-13 15:54:00,page_view,mobile,2026-05-13,15
U00541,2026-05-17 14:57:00,page_view,unknown,2026-05-17,14
U00541,2026-05-22 09:41:00,session_start,mobile,2026-05-22,9
U00542,2026-04-14 00:08:00,login,mobile,2026-04-14,0
U00542,2026-04-17 11:18:00,login,web,2026-04-17,11
U00542,2026-04-11 06:51:00,logout,mobile,2026-04-11,6
U00542,2026-04-14 17:51:00,logout,web,2026-04-14,17
U00542,2026-04-14 04:12:00,logout,web,2026-04-14,4
U00543,2026-03-31 06:38:00,login,web,2026-03-31,6
U00543,2026-04-08 09:39:00,login,web,2026-04-08,9
U00543,2026-04-04 23:00:00,login,mobile,2026-04-04,23
U00544,2026-03-05 08:31:00,login,mobile,2026-03-05,8
U00544,2026-03-10 17:29:00,login,web,2026-03-10,17
U00544,2026-03-07 05:49:00,session_start,unknown,2026-03-07,5
U00544,2026-03-07 22:05:00,page_view,unknown,2026-03-07,22
U00545,2026-01-22 05:57:00,login,unknown,2026-01-22,5
U00545,2026-01-27 10:16:00,page_view,web,2026-01-27,10
U00545,2026-01-28 20:17:00,session_start,mobile,2026-01-28,20
U00545,2026-01-26 04:55:00,session_end,web,2026-01-26,4
U00545,2026-01-25 04:39:00,login,unknown,2026-01-25,4
U00545,2026-01-26 21:35:00,login,web,2026-01-26,21
U00545,2026-01-26 01:35:00,logout,mobile,2026-01-26,1
U00546,2026-05-21 14:07:00,page_view,unknown,2026-05-21,14
U00546,2026-05-12 02:29:00,page_view,mobile,2026-05-12,2
U00546,2026-05-13 14:50:00,page_view,mobile,2026-05-13,14
U00546,2026-05-24 18:41:00,session_end,mobile,2026-05-24,18
U00546,2026-05-23 00:20:00,login,mobile,2026-05-23,0
U00546,2026-05-12 18:36:00,session_end,mobile,2026-05-12,18
U00547,2026-01-21 13:56:00,login,web,2026-01-21,13
U00547,2026-01-21 13:51:00,login,web,2026-01-21,13
U00547,2026-01-20 09:15:00,session_end,mobile,2026-01-20,9
U00547,2026-01-13 05:20:00,page_view,web,2026-01-13,5
U00547,2026-01-21 07:50:00,session_end,mobile,2026-01-21,7
U00547,2026-01-15 17:19:00,login,unknown,2026-01-15,17
U00547,2026-01-11 15:46:00,page_view,unknown,2026-01-11,15
U00547,2026-01-21 23:56:00,session_start,mobile,2026-01-21,23
U00547,2026-01-12 12:18:00,login,web,2026-01-12,12
U00547,2026-01-19 10:16:00,logout,web,2026-01-19,10
U00548,2026-02-12 15:39:00,page_view,web,2026-02-12,15
U00548,2026-02-05 14:38:00,logout,unknown,2026-02-05,14
U00548,2026-02-03 05:36:00,login,unknown,2026-02-03,5
U00548,2026-02-04 05:03:00,login,mobile,2026-02-04,5
U00548,2026-02-13 19:29:00,logout,unknown,2026-02-13,19
U00548,2026-02-14 03:13:00,session_start,web,2026-02-14,3
U00548,2026-02-05 18:35:00,session_end,mobile,2026-02-05,18
U00548,2026-02-05 04:01:00,logout,web,2026-02-05,4
U00549,2026-02-11 11:25:00,page_view,web,2026-02-11,11
U00549,2026-02-17 06:11:00,login,web,2026-02-17,6
U00549,2026-02-13 17:31:00,session_end,unknown,2026-02-13,17
U00549,2026-02-17 16:32:00,logout,unknown,2026-02-17,16
U00549,2026-02-14 21:13:00,page_view,web,2026-02-14,21
U00549,2026-02-19 16:22:00,login,mobile,2026-02-19,16
U00550,2026-02-22 17:25:00,login,web,2026-02-22,17
U00550,2026-02-15 00:17:00,login,mobile,2026-02-15,0
U00550,2026-02-26 12:41:00,login,web,2026-02-26,12
U00550,2026-02-13 14:04:00,login,mobile,2026-02-13,14
U00550,2026-02-15 23:36:00,logout,web,2026-02-15,23
U00550,2026-02-12 04:41:00,session_end,mobile,2026-02-12,4
U00550,2026-02-24 23:37:00,page_view,web,2026-02-24,23
U00550,2026-02-22 00:05:00,login,mobile,2026-02-22,0
U00550,2026-02-19 08:41:00,logout,mobile,2026-02-19,8
U00550,2026-02-12 19:52:00,login,web,2026-02-12,19
U00550,2026-02-21 13:30:00,login,mobile,2026-02-21,13
U00551,2026-04-26 18:31:00,login,web,2026-04-26,18
U00551,2026-04-18 12:03:00,page_view,mobile,2026-04-18,12
U00551,2026-04-27 04:07:00,login,mobile,2026-04-27,4
U00551,2026-04-17 21:59:00,page_view,unknown,2026-04-17,21
U00551,2026-04-22 14:48:00,page_view,mobile,2026-04-22,14
U00551,2026-04-16 03:38:00,logout,web,2026-04-16,3
U00552,2026-03-03 03:24:00,session_start,web,2026-03-03,3
U00552,2026-03-04 05:02:00,login,web,2026-03-04,5
U00552,2026-03-09 04:46:00,login,unknown,2026-03-09,4
U00552,2026-03-16 07:12:00,session_end,mobile,2026-03-16,7
U00552,2026-03-02 09:36:00,login,unknown,2026-03-02,9
U00552,2026-03-08 10:13:00,session_end,web,2026-03-08,10
U00553,2026-03-24 05:29:00,page_view,web,2026-03-24,5
U00553,2026-03-26 16:06:00,login,web,2026-03-26,16
U00553,2026-03-16 03:05:00,login,web,2026-03-16,3
U00554,2026-03-13 17:43:00,session_start,mobile,2026-03-13,17
U00554,2026-03-15 10:55:00,login,web,2026-03-15,10
U00554,2026-03-03 04:38:00,login,unknown,2026-03-03,4
U00554,2026-03-03 00:53:00,logout,mobile,2026-03-03,0
U00554,2026-03-12 11:22:00,page_view,unknown,2026-03-12,11
U00554,2026-03-14 02:51:00,page_view,web,2026-03-14,2
U00554,2026-03-13 06:45:00,page_view,web,2026-03-13,6
U00554,2026-03-03 22:37:00,session_start,web,2026-03-03,22
U00554,2026-03-13 03:14:00,session_start,web,2026-03-13,3
U00554,2026-03-03 08:12:00,session_start,web,2026-03-03,8
U00554,2026-03-09 10:34:00,login,unknown,2026-03-09,10
U00555,2026-05-05 04:13:00,logout,web,2026-05-05,4
U00555,2026-05-05 02:56:00,page_view,mobile,2026-05-05,2
U00555,2026-05-01 04:30:00,login,unknown,2026-05-01,4
U00555,2026-05-02 11:39:00,login,unknown,2026-05-02,11
U00555,2026-05-04 17:31:00,login,web,2026-05-04,17
U00555,2026-05-03 19:39:00,login,unknown,2026-05-03,19
U00555,2026-05-12 23:05:00,session_start,unknown,2026-05-12,23
U00555,2026-05-14 18:01:00,session_start,mobile,2026-05-14,18
U00555,2026-05-03 04:55:00,login,web,2026-05-03,4
U00556,2026-04-28 10:16:00,logout,mobile,2026-04-28,10
U00556,2026-05-06 21:40:00,page_view,web,2026-05-06,21
U00556,2026-04-26 22:45:00,logout,web,2026-04-26,22
U00556,2026-04-23 07:03:00,login,web,2026-04-23,7
U00556,2026-05-02 11:58:00,session_start,unknown,2026-05-02,11
U00556,2026-05-02 20:28:00,login,unknown,2026-05-02,20
U00557,2026-04-22 09:39:00,login,web,2026-04-22,9
U00557,2026-04-15 18:43:00,logout,web,2026-04-15,18
U00557,2026-04-13 09:27:00,logout,mobile,2026-04-13,9
U00557,2026-04-11 08:30:00,logout,web,2026-04-11,8
U00558,2026-04-20 08:29:00,session_start,web,2026-04-20,8
U00558,2026-04-19 01:35:00,login,web,2026-04-19,1
U00558,2026-04-30 16:07:00,login,mobile,2026-04-30,16
U00558,2026-04-18 23:50:00,session_start,mobile,2026-04-18,23
U00559,2026-06-05 14:25:00,login,web,2026-06-05,14
U00559,2026-06-11 05:27:00,session_end,web,2026-06-11,5
U00559,2026-06-12 00:33:00,login,web,2026-06-12,0
U00559,2026-06-11 03:09:00,session_end,web,2026-06-11,3
U00559,2026-06-17 23:06:00,login,web,2026-06-17,23
U00559,2026-06-11 02:12:00,session_end,web,2026-06-11,2
U00559,2026-06-10 14:06:00,login,web,2026-06-10,14
U00560,2026-01-21 22:14:00,login,web,2026-01-21,22
U00560,2026-01-14 09:23:00,session_end,web,2026-01-14,9
U00561,2026-04-13 09:12:00,logout,unknown,2026-04-13,9
U00561,2026-04-08 03:45:00,login,web,2026-04-08,3
U00561,2026-04-06 18:27:00,login,web,2026-04-06,18
U00562,2026-02-09 16:43:00,login,unknown,2026-02-09,16
U00562,2026-02-07 22:27:00,session_end,web,2026-02-07,22
U00562,2026-02-08 00:13:00,login,web,2026-02-08,0
U00563,2026-02-16 06:42:00,logout,mobile,2026-02-16,6
U00563,2026-02-20 12:10:00,logout,unknown,2026-02-20,12
U00563,2026-02-25 08:53:00,session_start,unknown,2026-02-25,8
U00563,2026-02-17 04:05:00,login,web,2026-02-17,4
U00563,2026-02-19 07:53:00,login,unknown,2026-02-19,7
U00563,2026-02-11 01:03:00,login,unknown,2026-02-11,1
U00563,2026-02-17 13:06:00,login,web,2026-02-17,13
U00564,2026-05-22 18:01:00,logout,web,2026-05-22,18
U00564,2026-05-24 03:03:00,session_start,unknown,2026-05-24,3
U00564,2026-05-22 14:07:00,login,web,2026-05-22,14
U00565,2026-01-24 23:41:00,login,mobile,2026-01-24,23
U00565,2026-02-01 17:04:00,logout,web,2026-02-01,17
U00565,2026-02-02 00:20:00,login,web,2026-02-02,0
U00565,2026-01-29 05:02:00,login,web,2026-01-29,5
U00565,2026-02-05 18:19:00,page_view,unknown,2026-02-05,18
U00565,2026-02-07 12:50:00,session_end,unknown,2026-02-07,12
U00566,2026-01-17 07:41:00,login,mobile,2026-01-17,7
U00566,2026-01-14 18:28:00,page_view,web,2026-01-14,18
U00566,2026-01-20 13:24:00,session_end,web,2026-01-20,13
U00566,2026-01-08 13:58:00,session_start,web,2026-01-08,13
U00566,2026-01-09 06:31:00,login,web,2026-01-09,6
U00566,2026-01-14 15:36:00,login,mobile,2026-01-14,15
U00566,2026-01-10 05:48:00,login,unknown,2026-01-10,5
U00566,2026-01-09 06:47:00,page_view,web,2026-01-09,6
U00567,2026-04-21 18:58:00,login,unknown,2026-04-21,18
U00567,2026-04-24 00:04:00,page_view,web,2026-04-24,0
U00568,2026-04-11 13:54:00,page_view,mobile,2026-04-11,13
U00568,2026-04-09 06:29:00,login,unknown,2026-04-09,6
U00568,2026-04-22 17:54:00,login,web,2026-04-22,17
U00568,2026-04-10 13:03:00,logout,mobile,2026-04-10,13
U00568,2026-04-19 21:42:00,login,web,2026-04-19,21
U00568,2026-04-10 17:51:00,login,mobile,2026-04-10,17
U00569,2026-03-04 21:44:00,logout,unknown,2026-03-04,21
U00569,2026-03-13 04:57:00,login,web,2026-03-13,4
U00569,2026-03-06 00:46:00,logout,web,2026-03-06,0
U00569,2026-03-13 21:32:00,login,web,2026-03-13,21
U00569,2026-03-07 12:57:00,login,web,2026-03-07,12
U00569,2026-03-07 04:10:00,logout,web,2026-03-07,4
U00570,2026-06-23 11:33:00,session_end,mobile,2026-06-23,11
U00570,2026-06-25 14:32:00,login,unknown,2026-06-25,14
U00570,2026-06-30 00:34:00,login,web,2026-06-30,0
U00570,2026-06-28 00:16:00,session_end,web,2026-06-28,0
U00571,2026-01-16 15:20:00,session_start,web,2026-01-16,15
U00571,2026-01-23 05:53:00,login,unknown,2026-01-23,5
U00571,2026-01-19 02:19:00,session_end,unknown,2026-01-19,2
U00571,2026-01-11 20:42:00,login,mobile,2026-01-11,20
U00571,2026-01-18 15:43:00,logout,web,2026-01-18,15
U00572,2026-02-17 05:38:00,page_view,unknown,2026-02-17,5
U00572,2026-02-13 16:09:00,session_start,unknown,2026-02-13,16
U00572,2026-02-14 21:59:00,logout,unknown,2026-02-14,21
U00572,2026-02-15 20:03:00,login,web,2026-02-15,20
U00572,2026-02-14 11:14:00,page_view,web,2026-02-14,11
U00572,2026-02-09 02:50:00,session_end,unknown,2026-02-09,2
U00572,2026-02-06 11:27:00,login,unknown,2026-02-06,11
U00572,2026-02-19 17:41:00,login,mobile,2026-02-19,17
U00572,2026-02-12 09:43:00,logout,mobile,2026-02-12,9
U00572,2026-02-10 23:24:00,login,web,2026-02-10,23
U00573,2026-06-19 14:37:00,logout,unknown,2026-06-19,14
U00573,2026-06-09 09:40:00,login,unknown,2026-06-09,9
U00574,2026-01-16 20:18:00,logout,unknown,2026-01-16,20
U00574,2026-01-11 17:15:00,page_view,web,2026-01-11,17
U00574,2026-01-19 19:27:00,login,web,2026-01-19,19
U00574,2026-01-12 16:19:00,login,web,2026-01-12,16
U00574,2026-01-12 00:09:00,session_end,web,2026-01-12,0
U00574,2026-01-06 12:09:00,login,web,2026-01-06,12
U00574,2026-01-14 07:52:00,page_view,unknown,2026-01-14,7
U00574,2026-01-09 17:34:00,login,web,2026-01-09,17
U00574,2026-01-13 18:50:00,logout,mobile,2026-01-13,18
U00574,2026-01-09 17:25:00,session_end,mobile,2026-01-09,17
U00575,2026-05-30 01:56:00,session_start,mobile,2026-05-30,1
U00575,2026-05-25 12:30:00,login,unknown,2026-05-25,12
U00575,2026-05-30 18:04:00,session_start,web,2026-05-30,18
U00575,2026-05-30 02:05:00,login,web,2026-05-30,2
U00575,2026-05-24 03:37:00,logout,mobile,2026-05-24,3
U00575,2026-05-26 21:48:00,session_end,mobile,2026-05-26,21
U00575,2026-06-03 06:45:00,session_start,web,2026-06-03,6
U00575,2026-05-24 06:30:00,page_view,unknown,2026-05-24,6
U00575,2026-06-04 00:21:00,login,mobile,2026-06-04,0
U00575,2026-05-21 08:20:00,session_end,web,2026-05-21,8
U00575,2026-05-27 10:49:00,logout,web,2026-05-27,10
U00575,2026-06-04 05:23:00,login,web,2026-06-04,5
U00576,2026-04-26 04:16:00,login,web,2026-04-26,4
U00576,2026-04-25 10:41:00,login,mobile,2026-04-25,10
U00576,2026-04-30 09:17:00,login,unknown,2026-04-30,9
U00577,2026-03-08 02:30:00,logout,unknown,2026-03-08,2
U00577,2026-03-16 23:04:00,logout,mobile,2026-03-16,23
U00577,2026-03-13 08:38:00,session_end,web,2026-03-13,8
U00577,2026-03-10 17:58:00,page_view,web,2026-03-10,17
U00578,2026-01-26 12:29:00,logout,mobile,2026-01-26,12
U00578,2026-01-14 08:05:00,session_start,web,2026-01-14,8
U00578,2026-01-19 16:54:00,login,mobile,2026-01-19,16
U00578,2026-01-26 10:39:00,login,unknown,2026-01-26,10
U00578,2026-01-23 12:16:00,session_end,unknown,2026-01-23,12
U00578,2026-01-22 21:34:00,session_end,mobile,2026-01-22,21
U00578,2026-01-24 18:25:00,page_view,unknown,2026-01-24,18
U00578,2026-01-17 16:24:00,session_end,web,2026-01-17,16
U00579,2026-06-24 02:20:00,login,web,2026-06-24,2
U00579,2026-06-18 21:03:00,login,web,2026-06-18,21
U00579,2026-06-22 04:46:00,session_end,mobile,2026-06-22,4
U00580,2026-01-29 21:49:00,session_start,web,2026-01-29,21
U00580,2026-02-01 22:59:00,session_start,web,2026-02-01,22
U00580,2026-02-03 03:04:00,session_start,web,2026-02-03,3
U00580,2026-02-04 21:46:00,login,mobile,2026-02-04,21
U00580,2026-02-11 19:34:00,logout,unknown,2026-02-11,19
U00580,2026-02-01 13:20:00,login,unknown,2026-02-01,13
U00580,2026-02-09 20:08:00,login,web,2026-02-09,20
U00581,2026-05-23 11:38:00,login,unknown,2026-05-23,11
U00581,2026-05-25 00:03:00,login,web,2026-05-25,0
U00582,2026-05-24 04:19:00,session_end,web,2026-05-24,4
U00582,2026-05-14 01:18:00,session_start,unknown,2026-05-14,1
U00582,2026-05-22 08:50:00,page_view,unknown,2026-05-22,8
U00582,2026-05-18 15:26:00,login,web,2026-05-18,15
U00582,2026-05-24 13:16:00,login,web,2026-05-24,13
U00582,2026-05-25 09:20:00,session_start,web,2026-05-25,9
U00582,2026-05-19 14:21:00,session_end,web,2026-05-19,14
U00583,2026-02-15 14:50:00,login,web,2026-02-15,14
U00583,2026-02-09 06:50:00,session_end,web,2026-02-09,6
U00583,2026-02-12 04:15:00,logout,web,2026-02-12,4
U00583,2026-02-10 12:56:00,session_start,mobile,2026-02-10,12
U00583,2026-02-19 20:11:00,logout,unknown,2026-02-19,20
U00584,2026-01-06 22:18:00,login,web,2026-01-06,22
U00584,2026-01-07 20:21:00,session_end,web,2026-01-07,20
U00584,2026-01-04 01:00:00,page_view,unknown,2026-01-04,1
U00584,2026-01-03 05:07:00,login,mobile,2026-01-03,5
U00584,2026-01-05 05:48:00,logout,unknown,2026-01-05,5
U00584,2026-01-07 15:44:00,page_view,unknown,2026-01-07,15
U00584,2026-01-05 12:08:00,logout,web,2026-01-05,12
U00584,2026-01-10 02:24:00,login,web,2026-01-10,2
U00584,2026-01-02 05:17:00,page_view,web,2026-01-02,5
U00584,2026-01-02 11:58:00,logout,web,2026-01-02,11
U00584,2026-01-09 16:40:00,session_start,web,2026-01-09,16
U00584,2026-01-01 17:00:00,login,unknown,2026-01-01,17
U00584,2026-01-10 16:25:00,session_start,unknown,2026-01-10,16
U00584,2026-01-09 04:12:00,logout,web,2026-01-09,4
U00584,2026-01-03 18:38:00,login,unknown,2026-01-03,18
U00584,2026-01-15 00:59:00,logout,web,2026-01-15,0
U00585,2026-06-03 04:45:00,session_start,web,2026-06-03,4
U00585,2026-06-09 05:40:00,logout,unknown,2026-06-09,5
U00585,2026-05-28 04:46:00,login,mobile,2026-05-28,4
U00585,2026-05-27 06:33:00,login,mobile,2026-05-27,6
U00585,2026-06-07 15:21:00,login,unknown,2026-06-07,15
U00585,2026-06-01 22:37:00,page_view,unknown,2026-06-01,22
U00586,2026-02-04 17:03:00,session_start,web,2026-02-04,17
U00586,2026-02-04 20:10:00,login,web,2026-02-04,20
U00586,2026-01-30 05:19:00,login,web,2026-01-30,5
U00586,2026-02-01 17:44:00,logout,mobile,2026-02-01,17
U00586,2026-01-30 10:56:00,login,web,2026-01-30,10
U00587,2026-01-30 08:03:00,login,unknown,2026-01-30,8
U00587,2026-01-22 09:41:00,login,web,2026-01-22,9
U00587,2026-01-28 14:21:00,page_view,mobile,2026-01-28,14
U00587,2026-01-31 06:54:00,login,web,2026-01-31,6
U00587,2026-01-20 06:09:00,page_view,unknown,2026-01-20,6
U00587,2026-01-22 17:39:00,logout,unknown,2026-01-22,17
U00588,2026-05-20 19:46:00,logout,web,2026-05-20,19
U00588,2026-05-17 14:57:00,logout,unknown,2026-05-17,14
U00588,2026-05-22 06:15:00,page_view,web,2026-05-22,6
U00588,2026-05-20 20:43:00,page_view,mobile,2026-05-20,20
U00588,2026-05-17 05:01:00,login,unknown,2026-05-17,5
U00588,2026-05-20 05:52:00,login,unknown,2026-05-20,5
U00588,2026-05-15 22:00:00,page_view,web,2026-05-15,22
U00589,2026-04-22 02:38:00,logout,unknown,2026-04-22,2
U00589,2026-04-13 01:16:00,login,mobile,2026-04-13,1
U00589,2026-04-10 12:38:00,logout,mobile,2026-04-10,12
U00589,2026-04-15 23:34:00,session_end,mobile,2026-04-15,23
U00589,2026-04-14 19:57:00,login,web,2026-04-14,19
U00589,2026-04-23 07:56:00,login,web,2026-04-23,7
U00589,2026-04-10 22:50:00,page_view,web,2026-04-10,22
U00590,2026-06-20 02:45:00,logout,unknown,2026-06-20,2
U00590,2026-06-19 15:32:00,login,web,2026-06-19,15
U00591,2026-03-19 13:22:00,login,web,2026-03-19,13
U00591,2026-03-10 08:58:00,page_view,web,2026-03-10,8
U00591,2026-03-10 08:27:00,login,mobile,2026-03-10,8
U00591,2026-03-19 17:56:00,login,web,2026-03-19,17
U00591,2026-03-13 19:39:00,login,unknown,2026-03-13,19
U00591,2026-03-17 17:06:00,login,web,2026-03-17,17
U00591,2026-03-09 20:38:00,login,mobile,2026-03-09,20
U00591,2026-03-14 14:32:00,session_end,web,2026-03-14,14
U00591,2026-03-19 17:47:00,session_start,unknown,2026-03-19,17
U00591,2026-03-15 16:32:00,logout,mobile,2026-03-15,16
U00591,2026-03-20 22:38:00,login,web,2026-03-20,22
U00591,2026-03-11 15:37:00,page_view,mobile,2026-03-11,15
U00591,2026-03-19 15:06:00,login,unknown,2026-03-19,15
U00591,2026-03-16 04:16:00,session_start,mobile,2026-03-16,4
U00591,2026-03-06 02:55:00,page_view,unknown,2026-03-06,2
U00592,2026-01-29 08:11:00,login,mobile,2026-01-29,8
U00592,2026-02-01 06:53:00,session_end,mobile,2026-02-01,6
U00592,2026-01-27 14:10:00,session_end,mobile,2026-01-27,14
U00593,2026-06-01 18:50:00,login,mobile,2026-06-01,18
U00593,2026-05-30 20:42:00,session_end,unknown,2026-05-30,20
U00593,2026-05-29 12:58:00,logout,mobile,2026-05-29,12
U00593,2026-06-12 18:13:00,login,web,2026-06-12,18
U00593,2026-06-09 18:35:00,login,mobile,2026-06-09,18
U00593,2026-05-31 03:02:00,logout,web,2026-05-31,3
U00593,2026-05-29 05:14:00,login,web,2026-05-29,5
U00594,2026-01-12 02:44:00,session_end,unknown,2026-01-12,2
U00594,2026-01-19 13:24:00,login,web,2026-01-19,13
U00594,2026-01-26 00:32:00,logout,unknown,2026-01-26,0
U00594,2026-01-23 12:07:00,login,web,2026-01-23,12
U00594,2026-01-25 09:12:00,login,unknown,2026-01-25,9
U00594,2026-01-24 02:18:00,login,mobile,2026-01-24,2
U00594,2026-01-26 17:18:00,login,mobile,2026-01-26,17
U00594,2026-01-22 02:37:00,session_end,web,2026-01-22,2
U00594,2026-01-24 15:17:00,session_start,mobile,2026-01-24,15
U00594,2026-01-15 10:19:00,session_start,web,2026-01-15,10
U00594,2026-01-25 21:50:00,login,web,2026-01-25,21
U00594,2026-01-12 06:46:00,logout,web,2026-01-12,6
U00594,2026-01-19 12:58:00,login,web,2026-01-19,12
U00594,2026-01-17 08:21:00,page_view,unknown,2026-01-17,8
U00594,2026-01-19 02:21:00,login,web,2026-01-19,2
U00594,2026-01-18 13:57:00,page_view,unknown,2026-01-18,13
U00594,2026-01-18 08:05:00,login,web,2026-01-18,8
U00594,2026-01-26 20:25:00,login,web,2026-01-26,20
U00595,2026-04-10 02:45:00,login,mobile,2026-04-10,2
U00595,2026-04-01 00:51:00,session_start,web,2026-04-01,0
U00595,2026-03-29 12:39:00,logout,web,2026-03-29,12
U00595,2026-04-09 19:30:00,login,web,2026-04-09,19
U00595,2026-04-02 17:48:00,login,unknown,2026-04-02,17
U00595,2026-04-03 17:12:00,login,mobile,2026-04-03,17
U00595,2026-04-03 17:46:00,session_end,unknown,2026-04-03,17
U00596,2026-05-05 12:38:00,session_start,web,2026-05-05,12
U00596,2026-05-11 07:34:00,session_start,web,2026-05-11,7
U00596,2026-05-10 16:43:00,page_view,unknown,2026-05-10,16
U00596,2026-05-15 19:04:00,login,web,2026-05-15,19
U00596,2026-05-08 18:27:00,login,web,2026-05-08,18
U00596,2026-05-10 02:36:00,session_start,unknown,2026-05-10,2
U00596,2026-05-03 22:38:00,login,mobile,2026-05-03,22
U00597,2026-01-17 02:08:00,session_start,web,2026-01-17,2
U00597,2026-01-24 20:33:00,session_end,mobile,2026-01-24,20
U00597,2026-01-23 00:19:00,login,web,2026-01-23,0
U00597,2026-01-29 18:23:00,login,web,2026-01-29,18
U00597,2026-01-29 14:23:00,login,web,2026-01-29,14
U00598,2026-01-11 14:31:00,session_start,web,2026-01-11,14
U00598,2026-01-21 02:42:00,page_view,mobile,2026-01-21,2
U00599,2026-01-19 09:24:00,session_end,mobile,2026-01-19,9
U00599,2026-01-24 02:06:00,session_end,mobile,2026-01-24,2
U00599,2026-01-16 02:38:00,page_view,unknown,2026-01-16,2
U00599,2026-01-14 13:17:00,login,mobile,2026-01-14,13
U00599,2026-01-14 19:30:00,login,web,2026-01-14,19
U00599,2026-01-19 01:51:00,page_view,web,2026-01-19,1
U00599,2026-01-23 23:23:00,login,mobile,2026-01-23,23
U00600,2026-03-22 17:22:00,page_view,web,2026-03-22,17
U00600,2026-03-26 15:53:00,logout,web,2026-03-26,15
U00600,2026-03-26 13:49:00,session_end,mobile,2026-03-26,13
U00600,2026-03-21 18:09:00,login,web,2026-03-21,18
U00600,2026-03-28 00:45:00,session_end,web,2026-03-28,0
U00600,2026-04-01 01:04:00,page_view,unknown,2026-04-01,1
U00600,2026-03-24 22:57:00,login,unknown,2026-03-24,22
U00600,2026-03-25 01:29:00,login,mobile,2026-03-25,1
U00601,2026-05-15 04:17:00,logout,unknown,2026-05-15,4
U00601,2026-05-04 16:10:00,session_end,web,2026-05-04,16
U00601,2026-05-16 23:56:00,logout,web,2026-05-16,23
U00602,2026-06-15 01:05:00,session_start,mobile,2026-06-15,1
U00602,2026-06-17 22:16:00,page_view,unknown,2026-06-17,22
U00602,2026-06-18 02:08:00,session_start,web,2026-06-18,2
U00602,2026-06-21 17:59:00,logout,web,2026-06-21,17
U00603,2026-01-13 15:04:00,login,web,2026-01-13,15
U00603,2026-01-21 20:44:00,logout,web,2026-01-21,20
U00603,2026-01-14 03:36:00,login,web,2026-01-14,3
U00603,2026-01-22 05:54:00,session_start,web,2026-01-22,5
U00603,2026-01-26 21:05:00,login,mobile,2026-01-26,21
U00603,2026-01-19 02:47:00,login,web,2026-01-19,2
U00603,2026-01-16 14:03:00,logout,mobile,2026-01-16,14
U00603,2026-01-16 01:02:00,session_start,web,2026-01-16,1
U00603,2026-01-25 13:37:00,login,web,2026-01-25,13
U00604,2026-02-01 15:16:00,page_view,web,2026-02-01,15
U00604,2026-02-15 16:36:00,logout,web,2026-02-15,16
U00605,2026-05-01 22:20:00,page_view,web,2026-05-01,22
U00605,2026-04-26 20:09:00,logout,unknown,2026-04-26,20
U00605,2026-04-29 18:35:00,session_end,mobile,2026-04-29,18
U00606,2026-05-21 13:22:00,login,web,2026-05-21,13
U00606,2026-05-12 15:49:00,login,unknown,2026-05-12,15
U00607,2026-05-26 23:05:00,session_end,mobile,2026-05-26,23
U00607,2026-05-20 06:51:00,login,web,2026-05-20,6
U00607,2026-05-16 23:49:00,login,web,2026-05-16,23
U00607,2026-05-17 10:02:00,login,web,2026-05-17,10
U00607,2026-05-25 17:42:00,session_end,unknown,2026-05-25,17
U00608,2026-04-22 21:11:00,login,unknown,2026-04-22,21
U00608,2026-05-03 09:13:00,logout,web,2026-05-03,9
U00608,2026-04-26 08:33:00,logout,mobile,2026-04-26,8
U00608,2026-04-24 04:26:00,session_end,web,2026-04-24,4
U00608,2026-04-25 08:34:00,session_start,web,2026-04-25,8
U00608,2026-04-30 13:28:00,login,mobile,2026-04-30,13
U00608,2026-04-30 08:57:00,login,mobile,2026-04-30,8
U00609,2026-02-24 09:11:00,login,mobile,2026-02-24,9
U00609,2026-02-22 20:54:00,login,unknown,2026-02-22,20
U00609,2026-03-02 04:34:00,login,web,2026-03-02,4
U00609,2026-02-21 01:28:00,logout,unknown,2026-02-21,1
U00609,2026-03-02 08:45:00,login,unknown,2026-03-02,8
U00609,2026-02-21 14:39:00,login,web,2026-02-21,14
