user_id,signup_date,company_size,plan_interested,converted,user_segment,archetype,drop_off_stage,total_sessions,distinct_features_used,time_to_first_value_hrs,used_power_feature,engagement_slope,feature_adoption_breadth,conversion_propensity_score,active_days_verified,features_touched_verified
U00448,2026-03-07,51-200,pro,0,High,Champion,completed_trial_window,9,4,6.0,1,7,0.4,99,8,4
U00449,2026-05-02,1-10,starter,1,Medium,Power Adopter,mid_trial_dropoff,4,3,5.0,1,-13,0.3,70,3,3
U00450,2026-01-24,200+,starter,0,High,Champion,completed_trial_window,5,4,7.0,1,1,0.4,88,4,4
U00451,2026-04-06,11-50,pro,0,Medium,Power Adopter,mid_trial_dropoff,4,3,23.0,1,-9,0.3,65,3,3
U00452,2026-01-16,not_provided,pro,1,High,Late Bloomer,completed_trial_window,6,6,51.0,1,33,0.6,84,5,6
U00453,2026-03-26,not_provided,starter,0,Medium,Power Adopter,completed_trial_window,7,4,7.0,1,-9,0.4,85,5,4
U00454,2026-04-16,51-200,business,1,Medium,Plateaued User,mid_trial_dropoff,3,6,33.0,1,-5,0.6,68,2,6
U00455,2026-01-14,51-200,pro,1,High,Power Adopter,completed_trial_window,7,7,1.0,1,0,0.7,92,5,7
U00456,2026-04-01,1-10,pro,0,High,Champion,completed_trial_window,6,5,17.0,1,13,0.5,91,6,5
U00457,2026-05-10,11-50,pro,0,Low,Plateaued User,completed_trial_window,4,2,24.0,0,-1,0.2,43,3,2
U00458,2026-05-04,11-50,starter,0,High,Champion,completed_trial_window,4,3,17.0,1,2,0.3,75,4,3
U00459,2026-03-31,not_provided,business,1,Medium,Growing Casual,completed_trial_window,4,4,84.0,0,5,0.4,52,3,4
U00460,2026-03-13,not_provided,pro,0,Medium,Late Bloomer,completed_trial_window,2,1,340.0,1,4,0.1,49,2,1
U00461,2026-04-20,not_provided,pro,1,High,Power Adopter,completed_trial_window,9,3,14.0,1,-3,0.3,81,7,3
U00462,2026-06-14,not_provided,starter,1,Medium,Plateaued User,completed_trial_window,10,2,0.0,0,-7,0.2,64,7,2
U00463,2026-03-10,1-10,pro,1,Medium,Power Adopter,mid_trial_dropoff,3,3,21.0,1,-9,0.3,61,3,3
U00464,2026-03-21,51-200,business,1,High,Champion,completed_trial_window,10,5,13.0,1,24,0.5,99,9,5
U00465,2026-02-16,11-50,pro,1,High,Champion,completed_trial_window,8,7,13.0,1,4,0.7,99,7,7
U00466,2026-01-18,11-50,business,0,High,Power Adopter,completed_trial_window,5,6,7.0,1,-2,0.6,85,5,6
U00467,2026-06-12,1-10,starter,1,Medium,Power Adopter,completed_trial_window,7,5,6.0,1,-13,0.5,89,7,5
U00468,2026-02-25,200+,starter,0,Low,Plateaued User,completed_trial_window,7,1,38.0,0,-6,0.1,43,5,1
U00469,2026-04-27,51-200,pro,0,High,Power Adopter,completed_trial_window,5,6,24.0,1,-1,0.6,80,3,6
U00470,2026-04-05,51-200,business,0,Medium,Growing Casual,completed_trial_window,4,2,21.0,0,1,0.2,53,4,2
U00471,2026-03-25,not_provided,pro,0,High,Champion,completed_trial_window,9,5,3.0,1,2,0.5,99,6,5
U00472,2026-01-22,1-10,pro,1,Medium,Growing Casual,completed_trial_window,5,1,338.0,0,4,0.1,41,4,1
U00473,2026-06-08,1-10,business,1,Low,Plateaued User,completed_trial_window,5,2,18.0,0,-2,0.2,46,5,2
U00474,2026-03-11,200+,business,0,Medium,Plateaued User,completed_trial_window,2,4,37.0,1,-2,0.4,58,2,4
U00475,2026-04-19,200+,pro,0,Medium,Late Bloomer,completed_trial_window,5,2,153.0,1,7,0.2,64,5,2
U00476,2026-04-24,200+,business,1,High,Champion,completed_trial_window,14,9,2.0,1,32,0.9,99,9,9
U00477,2026-05-12,1-10,business,1,Medium,Power Adopter,completed_trial_window,2,6,13.0,1,-19,0.6,70,2,6
U00478,2026-01-29,51-200,business,0,Medium,Late Bloomer,completed_trial_window,1,3,127.0,1,1,0.3,54,1,3
U00479,2026-06-01,200+,pro,0,Medium,Power Adopter,completed_trial_window,3,4,11.0,1,-7,0.4,71,2,4
U00480,2026-03-20,1-10,pro,0,High,Late Bloomer,completed_trial_window,6,3,81.0,1,8,0.3,72,5,3
U00481,2026-04-12,not_provided,starter,0,Medium,Late Bloomer,completed_trial_window,4,2,78.0,1,7,0.2,61,4,2
U00482,2026-01-02,11-50,business,1,High,Power Adopter,completed_trial_window,5,9,1.0,1,-10,0.9,85,5,9
U00483,2026-02-05,51-200,business,1,High,Late Bloomer,completed_trial_window,7,5,44.0,1,7,0.5,89,5,5
U00484,2026-01-31,1-10,starter,1,High,Power Adopter,completed_trial_window,12,9,0.0,1,-23,0.9,98,8,9
U00485,2026-02-14,11-50,starter,0,High,Late Bloomer,completed_trial_window,6,3,77.0,1,17,0.3,72,6,3
U00486,2026-05-17,not_provided,pro,0,High,Power Adopter,completed_trial_window,6,7,3.0,1,-7,0.7,89,6,7
U00487,2026-05-09,not_provided,business,0,Medium,Champion,completed_trial_window,3,4,6.0,1,1,0.4,81,3,4
U00488,2026-04-01,1-10,starter,1,High,Champion,completed_trial_window,7,8,13.0,1,13,0.8,97,6,8
U00489,2026-04-22,1-10,starter,0,Medium,Power Adopter,completed_trial_window,7,4,12.0,1,-10,0.4,85,5,4
U00490,2026-01-20,51-200,pro,0,High,Champion,completed_trial_window,8,7,2.0,1,10,0.7,99,7,7
U00491,2026-04-20,not_provided,starter,0,High,Power Adopter,completed_trial_window,9,3,22.0,1,-3,0.3,81,7,3
U00492,2026-06-13,200+,business,1,Medium,Growing Casual,completed_trial_window,3,4,70.0,0,6,0.4,48,3,4
U00493,2026-04-14,1-10,business,0,Medium,Power Adopter,completed_trial_window,7,5,2.0,1,-1,0.5,89,4,5
U00494,2026-02-13,not_provided,starter,0,High,Power Adopter,completed_trial_window,10,4,8.0,1,0,0.4,91,7,4
U00495,2026-04-03,1-10,starter,0,High,Power Adopter,completed_trial_window,10,6,4.0,1,-7,0.6,98,8,6
U00496,2026-01-28,11-50,starter,0,Medium,Growing Casual,completed_trial_window,8,1,93.0,0,1,0.1,52,7,1
U00497,2026-05-31,200+,pro,0,High,Champion,completed_trial_window,10,8,1.0,1,11,0.8,99,7,8
U00498,2026-01-21,200+,business,0,High,Champion,completed_trial_window,8,3,23.0,1,17,0.3,89,8,3
U00499,2026-03-28,11-50,business,1,Medium,Growing Casual,completed_trial_window,9,2,190.0,0,11,0.2,59,8,2
U00500,2026-01-20,not_provided,business,0,High,Growing Casual,completed_trial_window,12,5,10.0,0,11,0.5,87,7,5
U00501,2026-01-30,not_provided,pro,1,Medium,Growing Casual,completed_trial_window,7,3,19.0,0,5,0.3,67,5,3
U00502,2026-03-31,51-200,business,0,Medium,Champion,completed_trial_window,3,3,2.0,1,6,0.3,76,3,3
U00503,2026-06-15,11-50,pro,1,Medium,Plateaued User,completed_trial_window,4,4,29.0,1,-8,0.4,65,4,4
U00504,2026-02-07,51-200,pro,1,High,Champion,completed_trial_window,4,4,20.0,1,12,0.4,80,3,4
U00505,2026-06-04,11-50,business,1,Medium,Late Bloomer,completed_trial_window,7,2,55.0,1,9,0.2,71,6,2
U00506,2026-02-15,not_provided,starter,0,High,Champion,completed_trial_window,6,5,18.0,1,12,0.5,91,5,5
U00507,2026-04-29,not_provided,pro,0,Medium,Growing Casual,completed_trial_window,4,3,146.0,0,6,0.3,47,4,3
U00508,2026-04-25,not_provided,pro,0,High,Champion,completed_trial_window,6,5,14.0,1,16,0.5,91,5,5
U00509,2026-06-14,not_provided,pro,1,Medium,Power Adopter,completed_trial_window,7,5,3.0,1,-7,0.5,89,5,5
U00510,2026-06-10,51-200,pro,0,High,Champion,completed_trial_window,10,4,20.0,1,2,0.4,96,6,4
U00511,2026-04-23,1-10,starter,1,High,Power Adopter,completed_trial_window,12,9,1.0,1,-22,0.9,98,8,9
U00512,2026-06-11,51-200,business,1,High,Late Bloomer,completed_trial_window,4,9,30.0,1,18,0.9,82,3,9
U00513,2026-01-15,51-200,pro,0,Medium,Growing Casual,completed_trial_window,5,1,189.0,0,4,0.1,41,3,1
U00514,2026-01-19,51-200,starter,1,High,Power Adopter,completed_trial_window,5,6,10.0,1,-19,0.6,85,4,6
U00515,2026-01-10,1-10,business,0,High,Champion,completed_trial_window,7,4,23.0,1,7,0.4,90,5,4
U00516,2026-03-15,1-10,business,0,Low,Window Shopper,completed_trial_window,2,1,48.0,0,-1,0.1,26,2,1
U00517,2026-01-24,not_provided,pro,1,Medium,Plateaued User,completed_trial_window,6,3,38.0,0,-3,0.3,49,6,3
U00518,2026-04-09,200+,pro,1,High,Champion,completed_trial_window,7,6,17.0,1,21,0.6,97,7,6
U00519,2026-01-11,200+,pro,0,Medium,Plateaued User,completed_trial_window,9,1,114.0,0,-3,0.1,44,7,1
U00520,2026-06-16,11-50,business,0,High,Late Bloomer,completed_trial_window,5,5,30.0,1,12,0.5,82,3,5
U00521,2026-06-04,200+,pro,0,Medium,Plateaued User,completed_trial_window,3,5,45.0,1,0,0.5,65,3,5
U00522,2026-02-08,1-10,starter,1,High,Champion,completed_trial_window,6,5,2.0,1,14,0.5,96,6,5
U00523,2026-03-29,not_provided,starter,0,Medium,Plateaued User,completed_trial_window,5,3,5.0,0,0,0.3,55,5,3
U00524,2026-05-10,not_provided,pro,0,High,Power Adopter,completed_trial_window,7,9,3.0,1,-9,0.9,92,7,9
U00525,2026-01-11,11-50,business,0,Low,Power Adopter,completed_trial_window,2,2,14.0,1,-6,0.2,54,2,2
U00526,2026-04-23,200+,pro,0,High,Late Bloomer,completed_trial_window,5,5,32.0,1,13,0.5,82,5,5
U00527,2026-05-14,not_provided,pro,1,High,Champion,completed_trial_window,10,7,2.0,1,12,0.7,99,7,7
U00528,2026-04-06,51-200,starter,0,Medium,Plateaued User,completed_trial_window,2,3,31.0,1,-11,0.3,53,2,3
U00529,2026-04-15,51-200,business,0,High,Champion,completed_trial_window,15,8,17.0,1,32,0.8,99,8,8
U00530,2026-06-03,1-10,business,0,High,Power Adopter,completed_trial_window,6,6,11.0,1,0,0.6,89,6,6
U00531,2026-06-15,51-200,starter,0,Medium,Power Adopter,mid_trial_dropoff,3,5,0.0,1,-9,0.5,75,3,5
U00532,2026-03-26,1-10,pro,0,High,Champion,completed_trial_window,7,6,4.0,1,12,0.6,99,7,6
U00533,2026-04-09,51-200,business,0,High,Champion,completed_trial_window,7,8,0.0,1,10,0.8,99,6,8
U00534,2026-06-04,11-50,business,0,Low,Plateaued User,completed_trial_window,7,1,5.0,0,0,0.1,53,6,1
U00535,2026-01-21,not_provided,business,1,High,Champion,completed_trial_window,4,6,1.0,1,7,0.6,92,4,6
U00536,2026-03-31,51-200,business,0,Low,Window Shopper,completed_trial_window,1,1,91.0,0,-5,0.1,17,1,1
U00537,2026-04-11,11-50,pro,0,Medium,Late Bloomer,mid_trial_dropoff,2,4,96.0,1,10,0.4,63,2,4
U00538,2026-01-22,51-200,pro,0,Medium,Late Bloomer,completed_trial_window,1,1,209.0,1,4,0.1,45,1,1
U00539,2026-04-07,not_provided,business,1,High,Late Bloomer,completed_trial_window,5,6,69.0,1,9,0.6,80,4,6
U00540,2026-05-15,1-10,business,1,Medium,Power Adopter,completed_trial_window,5,4,6.0,1,-5,0.4,78,4,4
U00541,2026-05-11,51-200,starter,0,Medium,Power Adopter,completed_trial_window,7,2,4.0,1,-1,0.2,76,6,2
U00542,2026-04-03,51-200,pro,1,High,Late Bloomer,completed_trial_window,5,3,61.0,1,2,0.3,68,3,3
U00543,2026-03-29,200+,pro,0,Low,Growing Casual,completed_trial_window,3,1,176.0,0,3,0.1,34,3,1
U00544,2026-02-27,11-50,pro,0,Medium,Late Bloomer,completed_trial_window,4,2,169.0,1,8,0.2,61,3,2
U00545,2026-01-20,51-200,starter,0,High,Power Adopter,mid_trial_dropoff,7,7,0.0,1,-3,0.7,92,5,7
U00546,2026-05-10,not_provided,business,1,Medium,Power Adopter,completed_trial_window,6,4,13.0,1,-11,0.4,77,5,4
U00547,2026-01-10,not_provided,business,1,Medium,Plateaued User,completed_trial_window,10,4,32.0,0,-4,0.4,63,7,4
U00548,2026-02-03,not_provided,starter,0,High,Power Adopter,completed_trial_window,8,3,11.0,1,0,0.3,84,6,3
U00549,2026-02-09,11-50,pro,1,High,Champion,completed_trial_window,6,6,13.0,1,15,0.6,94,5,6
U00550,2026-02-12,not_provided,starter,1,Medium,Plateaued User,completed_trial_window,11,3,26.0,0,-4,0.3,58,8,3
U00551,2026-04-16,51-200,business,0,Medium,Power Adopter,completed_trial_window,6,5,5.0,1,-19,0.5,86,6,5
U00552,2026-03-02,200+,pro,0,High,Power Adopter,completed_trial_window,6,7,9.0,1,-19,0.7,89,6,7
U00553,2026-03-14,not_provided,starter,0,Medium,Power Adopter,completed_trial_window,3,4,19.0,1,-6,0.4,66,3,4
U00554,2026-03-01,not_provided,pro,1,High,Power Adopter,completed_trial_window,11,5,12.0,1,0,0.5,95,6,5
U00555,2026-05-01,11-50,business,1,High,Champion,completed_trial_window,9,5,2.0,1,5,0.5,99,7,5
U00556,2026-04-23,200+,business,0,High,Late Bloomer,completed_trial_window,6,3,52.0,1,9,0.3,72,5,3
U00557,2026-04-08,not_provided,pro,0,Medium,Growing Casual,completed_trial_window,4,4,2.0,0,26,0.4,67,4,4
U00558,2026-04-18,11-50,pro,0,Medium,Late Bloomer,completed_trial_window,4,2,131.0,1,10,0.2,61,4,2
U00559,2026-06-04,11-50,business,0,High,Late Bloomer,completed_trial_window,7,3,48.0,1,3,0.3,80,5,3
U00560,2026-01-14,not_provided,starter,0,Medium,Late Bloomer,mid_trial_dropoff,2,4,58.0,1,10,0.4,63,2,4
U00561,2026-04-06,not_provided,starter,1,Medium,Growing Casual,mid_trial_dropoff,3,7,7.0,0,13,0.7,70,3,7
U00562,2026-02-01,51-200,starter,0,High,Champion,mid_trial_dropoff,3,7,3.0,1,5,0.7,88,3,7
U00563,2026-02-11,51-200,starter,0,Medium,Power Adopter,completed_trial_window,7,3,4.0,1,-3,0.3,80,6,3
U00564,2026-05-12,11-50,starter,0,Medium,Late Bloomer,completed_trial_window,3,5,52.0,1,11,0.5,70,2,5
U00565,2026-01-24,11-50,starter,1,High,Champion,completed_trial_window,6,7,0.0,1,26,0.7,99,6,7
U00566,2026-01-07,200+,starter,0,High,Champion,completed_trial_window,8,6,8.0,1,2,0.6,99,6,6
U00567,2026-04-12,not_provided,business,1,High,Late Bloomer,completed_trial_window,2,6,35.0,1,11,0.6,75,2,6
U00568,2026-04-09,1-10,business,0,High,Power Adopter,completed_trial_window,6,7,14.0,1,-8,0.7,84,5,7
U00569,2026-02-27,1-10,business,1,High,Late Bloomer,completed_trial_window,6,5,26.0,1,7,0.5,86,4,5
U00570,2026-06-16,51-200,pro,1,High,Late Bloomer,completed_trial_window,4,6,75.0,1,16,0.6,77,4,6
U00571,2026-01-10,51-200,starter,0,High,Power Adopter,completed_trial_window,5,7,4.0,1,-3,0.7,85,5,7
U00572,2026-02-05,not_provided,starter,1,High,Late Bloomer,completed_trial_window,10,5,26.0,1,1,0.5,95,9,5
U00573,2026-06-07,1-10,starter,0,Low,Window Shopper,completed_trial_window,2,5,10.0,0,-20,0.5,54,2,5
U00574,2026-01-05,51-200,pro,1,High,Champion,completed_trial_window,10,3,0.0,1,12,0.3,96,8,3
U00575,2026-05-21,not_provided,pro,1,High,Champion,completed_trial_window,12,7,9.0,1,24,0.7,99,8,7
U00576,2026-04-19,1-10,business,0,Medium,Late Bloomer,completed_trial_window,3,4,84.0,1,8,0.4,66,3,4
U00577,2026-03-02,51-200,starter,0,High,Late Bloomer,completed_trial_window,4,3,29.0,1,2,0.3,70,4,3
U00578,2026-01-13,11-50,starter,0,High,Power Adopter,completed_trial_window,8,5,0.0,1,-6,0.5,93,7,5
U00579,2026-06-13,not_provided,starter,1,Medium,Late Bloomer,completed_trial_window,3,5,44.0,1,16,0.5,75,3,5
U00580,2026-01-29,200+,pro,0,High,Champion,completed_trial_window,7,7,12.0,1,8,0.7,99,6,7
U00581,2026-05-18,1-10,business,0,Medium,Power Adopter,mid_trial_dropoff,2,5,1.0,1,-11,0.5,72,2,5
U00582,2026-05-12,not_provided,pro,0,High,Champion,completed_trial_window,7,5,4.0,1,23,0.5,99,6,5
U00583,2026-02-06,51-200,starter,0,Medium,Plateaued User,completed_trial_window,5,4,27.0,1,-9,0.4,68,5,4
U00584,2026-01-01,not_provided,business,1,High,Power Adopter,completed_trial_window,16,7,2.0,1,-21,0.7,98,10,7
U00585,2026-05-27,200+,pro,0,High,Power Adopter,completed_trial_window,6,7,0.0,1,-3,0.7,89,6,7
U00586,2026-01-22,not_provided,business,0,Medium,Power Adopter,completed_trial_window,5,4,6.0,1,-22,0.4,78,3,4
U00587,2026-01-18,not_provided,pro,0,High,Champion,completed_trial_window,6,6,0.0,1,23,0.6,99,5,6
U00588,2026-05-10,not_provided,pro,1,High,Champion,completed_trial_window,7,5,1.0,1,18,0.5,99,4,5
U00589,2026-04-10,200+,starter,0,High,Power Adopter,completed_trial_window,7,6,4.0,1,-11,0.6,92,6,6
U00590,2026-06-12,200+,business,0,Medium,Late Bloomer,mid_trial_dropoff,2,2,170.0,1,6,0.2,54,2,2
U00591,2026-03-06,not_provided,starter,1,High,Power Adopter,completed_trial_window,15,9,6.0,1,-16,0.9,98,11,9
U00592,2026-01-18,51-200,pro,1,Medium,Champion,completed_trial_window,3,4,14.0,1,15,0.4,76,3,4
U00593,2026-05-29,not_provided,business,1,High,Late Bloomer,completed_trial_window,7,7,34.0,1,24,0.7,92,6,7
U00594,2026-01-12,51-200,pro,0,High,Growing Casual,completed_trial_window,18,3,1.0,0,23,0.3,78,10,3
U00595,2026-03-28,not_provided,pro,1,Low,Plateaued User,completed_trial_window,7,2,5.0,0,-4,0.2,58,6,2
U00596,2026-05-03,not_provided,pro,1,Medium,Growing Casual,completed_trial_window,7,5,28.0,0,10,0.5,71,6,5
U00597,2026-01-17,not_provided,starter,0,Medium,Growing Casual,completed_trial_window,5,4,19.0,0,3,0.4,65,4,4
U00598,2026-01-10,51-200,pro,0,Medium,Power Adopter,completed_trial_window,2,3,6.0,1,-6,0.3,63,2,3
U00599,2026-01-12,11-50,starter,1,Medium,Plateaued User,completed_trial_window,7,5,10.0,0,-8,0.5,71,5,5
U00600,2026-03-21,not_provided,starter,1,High,Power Adopter,completed_trial_window,8,8,3.0,1,-4,0.8,96,7,8
U00601,2026-05-02,51-200,starter,0,Medium,Champion,completed_trial_window,3,5,0.0,1,2,0.5,85,3,5
U00602,2026-06-15,11-50,business,1,Medium,Growing Casual,mid_trial_dropoff,4,4,26.0,0,9,0.4,57,4,4
U00603,2026-01-13,not_provided,business,1,High,Champion,completed_trial_window,9,6,8.0,1,24,0.6,99,8,6
U00604,2026-02-01,51-200,starter,1,Medium,Late Bloomer,completed_trial_window,2,1,205.0,1,9,0.1,49,2,1
U00605,2026-04-23,200+,business,1,Low,Plateaued User,mid_trial_dropoff,3,4,17.0,0,-5,0.4,48,3,4
U00606,2026-05-08,not_provided,starter,1,Medium,Champion,completed_trial_window,2,5,0.0,1,8,0.5,82,2,5
U00607,2026-05-13,51-200,starter,0,Medium,Power Adopter,completed_trial_window,5,3,5.0,1,-3,0.3,73,5,3
U00608,2026-04-19,1-10,starter,1,High,Late Bloomer,completed_trial_window,7,6,30.0,1,1,0.6,92,6,6
U00609,2026-02-16,not_provided,business,0,Low,Plateaued User,completed_trial_window,7,2,19.0,0,-5,0.2,53,5,2
U00610,2026-03-24,1-10,starter,0,High,Power Adopter,completed_trial_window,10,3,21.0,1,0,0.3,81,7,3
U00611,2026-03-25,not_provided,business,0,Medium,Power Adopter,completed_trial_window,5,5,2.0,1,-16,0.5,82,5,5
U00612,2026-03-20,200+,pro,1,High,Plateaued User,completed_trial_window,8,3,43.0,1,-9,0.3,74,7,3
U00613,2026-02-12,not_provided,starter,0,Low,Plateaued User,completed_trial_window,5,2,12.0,0,-5,0.2,51,4,2
U00614,2026-03-31,200+,starter,1,Medium,Power Adopter,completed_trial_window,11,2,22.0,1,-2,0.2,77,8,2
U00615,2026-06-07,200+,business,0,High,Champion,mid_trial_dropoff,4,5,7.0,1,16,0.5,89,4,5
U00616,2026-06-13,1-10,starter,0,High,Champion,completed_trial_window,9,4,14.0,1,4,0.4,96,7,4
U00617,2026-06-13,200+,business,1,High,Champion,completed_trial_window,6,3,19.0,1,6,0.3,82,6,3
U00618,2026-02-10,1-10,pro,1,Medium,Champion,early_dropoff,1,2,7.0,1,5,0.2,65,1,2
U00619,2026-04-23,1-10,pro,0,High,Late Bloomer,completed_trial_window,12,6,28.0,1,5,0.6,98,9,6
U00620,2026-01-18,11-50,business,0,Medium,Late Bloomer,completed_trial_window,2,2,49.0,1,4,0.2,54,2,2
U00621,2026-04-04,51-200,starter,1,Medium,Growing Casual,completed_trial_window,7,2,14.0,0,5,0.2,63,5,2
U00622,2026-01-09,not_provided,pro,0,Medium,Power Adopter,completed_trial_window,6,5,0.0,1,-5,0.5,86,4,5
U00623,2026-04-26,51-200,business,1,Medium,Growing Casual,completed_trial_window,4,2,221.0,0,3,0.2,43,3,2
U00624,2026-01-20,not_provided,pro,0,Medium,Late Bloomer,completed_trial_window,3,2,100.0,1,7,0.2,57,3,2
U00625,2026-05-16,51-200,starter,0,High,Champion,completed_trial_window,10,6,12.0,1,23,0.6,99,7,6
U00626,2026-03-22,not_provided,business,1,High,Champion,completed_trial_window,6,5,15.0,1,7,0.5,91,4,5
U00627,2026-01-30,1-10,business,1,High,Late Bloomer,completed_trial_window,4,6,27.0,1,27,0.6,82,4,6
U00628,2026-05-08,not_provided,starter,1,High,Champion,completed_trial_window,10,5,5.0,1,20,0.5,99,8,5
U00629,2026-01-31,51-200,business,0,High,Late Bloomer,completed_trial_window,6,4,43.0,1,5,0.4,82,4,4
U00630,2026-04-25,11-50,pro,0,Medium,Champion,completed_trial_window,4,2,8.0,1,8,0.2,76,4,2
U00631,2026-03-15,not_provided,starter,0,High,Plateaued User,completed_trial_window,5,6,39.0,1,-3,0.6,75,4,6
U00632,2026-02-21,1-10,pro,1,Medium,Champion,completed_trial_window,2,4,6.0,1,5,0.4,78,2,4
U00633,2026-04-26,11-50,business,0,Medium,Window Shopper,completed_trial_window,2,4,20.0,0,4,0.4,55,2,4
U00634,2026-04-24,1-10,business,0,High,Champion,completed_trial_window,7,3,10.0,1,12,0.3,90,6,3
U00635,2026-03-23,not_provided,business,0,Medium,Late Bloomer,completed_trial_window,1,1,341.0,1,3,0.1,45,1,1
U00636,2026-01-17,not_provided,pro,0,High,Champion,completed_trial_window,8,8,3.0,1,11,0.8,99,4,8
U00637,2026-03-16,51-200,pro,0,Low,Plateaued User,mid_trial_dropoff,7,1,141.0,0,-3,0.1,38,5,1
U00638,2026-06-13,11-50,business,1,High,Champion,completed_trial_window,5,4,2.0,1,4,0.4,88,4,4
U00639,2026-02-27,1-10,pro,0,Low,Window Shopper,completed_trial_window,1,1,86.0,0,-1,0.1,17,1,1
U00640,2026-02-05,11-50,starter,1,High,Champion,completed_trial_window,13,6,5.0,1,28,0.6,99,8,6
U00641,2026-04-03,not_provided,pro,1,High,Champion,completed_trial_window,7,9,4.0,1,7,0.9,99,6,9
U00642,2026-04-30,not_provided,pro,0,Medium,Power Adopter,completed_trial_window,5,4,18.0,1,-7,0.4,73,5,4
U00643,2026-06-06,1-10,starter,1,High,Champion,completed_trial_window,7,5,4.0,1,17,0.5,99,4,5
U00644,2026-04-12,not_provided,business,0,High,Growing Casual,completed_trial_window,9,3,116.0,0,10,0.3,63,7,3
U00645,2026-05-03,not_provided,starter,1,Medium,Plateaued User,completed_trial_window,7,5,26.0,1,-7,0.5,79,6,5
U00646,2026-05-28,1-10,pro,0,Medium,Growing Casual,mid_trial_dropoff,3,3,26.0,0,8,0.3,48,3,3
U00647,2026-03-23,not_provided,starter,1,High,Power Adopter,completed_trial_window,11,4,5.0,1,-2,0.4,91,9,4
U00648,2026-04-30,not_provided,pro,0,High,Late Bloomer,completed_trial_window,10,5,63.0,1,4,0.5,90,7,5
U00649,2026-03-30,11-50,pro,0,Medium,Plateaued User,mid_trial_dropoff,1,3,33.0,1,-1,0.3,49,1,3
U00650,2026-06-13,not_provided,pro,1,Medium,Power Adopter,completed_trial_window,5,5,18.0,1,0,0.5,77,5,5
U00651,2026-04-21,not_provided,starter,0,Medium,Power Adopter,completed_trial_window,4,2,11.0,1,0,0.2,66,4,2
U00652,2026-02-01,not_provided,pro,0,Medium,Power Adopter,completed_trial_window,4,4,15.0,1,-4,0.4,70,3,4
U00653,2026-03-19,11-50,pro,0,High,Late Bloomer,mid_trial_dropoff,2,6,28.0,1,5,0.6,75,2,6
U00654,2026-03-24,not_provided,pro,1,Medium,Power Adopter,completed_trial_window,10,2,0.0,1,-1,0.2,82,7,2
U00655,2026-05-13,51-200,starter,1,Medium,Plateaued User,mid_trial_dropoff,1,3,35.0,1,0,0.3,49,1,3
U00656,2026-02-20,not_provided,pro,0,High,Champion,completed_trial_window,9,7,17.0,1,12,0.7,99,6,7
U00657,2026-03-12,11-50,business,1,Medium,Champion,completed_trial_window,2,4,9.0,1,5,0.4,78,2,4
U00658,2026-06-07,not_provided,starter,0,Medium,Plateaued User,completed_trial_window,7,2,76.0,1,-2,0.2,61,7,2
U00659,2026-05-09,not_provided,pro,0,Medium,Plateaued User,completed_trial_window,3,3,29.0,1,-6,0.3,56,3,3
U00660,2026-06-01,not_provided,pro,1,High,Champion,completed_trial_window,6,6,19.0,1,4,0.6,94,5,6
U00661,2026-06-09,not_provided,pro,0,Medium,Late Bloomer,completed_trial_window,1,3,52.0,1,1,0.3,54,1,3
U00662,2026-03-28,not_provided,starter,1,High,Power Adopter,completed_trial_window,8,7,6.0,1,-1,0.7,96,7,7
U00663,2026-01-21,1-10,business,1,Medium,Plateaued User,completed_trial_window,4,4,25.0,0,-3,0.4,47,3,4
U00664,2026-03-09,not_provided,pro,0,High,Late Bloomer,completed_trial_window,9,7,30.0,1,10,0.7,98,7,7
U00665,2026-05-27,200+,pro,0,Medium,Late Bloomer,completed_trial_window,7,2,79.0,1,6,0.2,71,6,2
U00666,2026-06-13,1-10,starter,0,Medium,Late Bloomer,early_dropoff,1,3,56.0,1,3,0.3,54,1,3
U00667,2026-06-10,not_provided,business,0,High,Power Adopter,completed_trial_window,9,6,0.0,1,-28,0.6,98,8,6
U00668,2026-06-14,51-200,starter,1,High,Champion,completed_trial_window,5,6,2.0,1,25,0.6,95,5,6
U00669,2026-04-14,51-200,starter,0,Medium,Power Adopter,completed_trial_window,7,4,11.0,1,-4,0.4,85,5,4
U00670,2026-01-19,not_provided,starter,0,Medium,Power Adopter,completed_trial_window,4,4,0.0,1,-17,0.4,75,4,4
U00671,2026-02-10,200+,starter,1,High,Growing Casual,completed_trial_window,12,4,23.0,0,9,0.4,78,9,4
U00672,2026-04-29,11-50,business,0,High,Late Bloomer,completed_trial_window,11,6,37.0,1,18,0.6,98,5,6
U00673,2026-06-05,11-50,business,0,High,Champion,mid_trial_dropoff,4,3,20.0,1,14,0.3,75,2,3
U00674,2026-03-23,not_provided,business,0,Medium,Power Adopter,completed_trial_window,6,5,7.0,1,-12,0.5,86,6,5
U00675,2026-04-13,11-50,business,0,High,Power Adopter,completed_trial_window,4,6,20.0,1,-1,0.6,77,4,6
U00676,2026-05-12,not_provided,starter,0,High,Champion,completed_trial_window,10,8,1.0,1,5,0.8,99,8,8
U00677,2026-03-23,11-50,starter,1,High,Champion,completed_trial_window,11,6,6.0,1,13,0.6,99,9,6
U00678,2026-03-10,200+,pro,1,Medium,Power Adopter,completed_trial_window,4,4,22.0,1,-15,0.4,70,4,4
U00679,2026-01-25,1-10,business,0,High,Champion,completed_trial_window,3,6,2.0,1,23,0.6,88,3,6
